index_number,followers_count_linkedin,number_of_connections_mapped_linkedin,about_section_linkedin,average_reaction_count_linkedin,average_comment_count_linkedin,average_post_frequency_linkedin
2446,27372,1,"Experienced Chief Executive Officer with over 40 years working in the information technology and services industry. Skilled in Requirements Analysis, Enterprise Software, Agile Methodologies, Test Automation, and Quality Assurance. Strong business development professional with a Ms and Ph.D. focused in Computer and Information Science from University of Minnesota-Twin Cities.Experienced Chief Executive Officer with over 40 years working in the information technology and services industry. Skilled in Requirements Analysis, Enterprise Software, Agile Methodologies, Test Automation, and Quality Assurance. Strong business development professional with a Ms and Ph.D. focused in Computer and Information Science from University of Minnesota-Twin Cities.",2.0,0.0,11.67
956,2950,1,"I am the 𝐅𝐨𝐮𝐧𝐝𝐞𝐫 and 𝐋𝐞𝐚𝐝 𝐈𝐧𝐬𝐭𝐫𝐮𝐜𝐭𝐨𝐫 at 𝐓𝐨𝐩 𝐃𝐞𝐯𝐞𝐥𝐨𝐩𝐞𝐫 𝐀𝐜𝐚𝐝𝐞𝐦𝐲, a platform that helps software engineers grow their careers and realize their full potential. 🌐 𝐖𝐞𝐛𝐬𝐢𝐭𝐞: https://topdeveloperacademy.comI have over 10 years of experience as a 𝐒𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫 and 𝐒𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭, working for some of the top tech companies in the world, such as 𝑮𝒐𝒐𝒈𝒍𝒆, 𝐑𝐮𝐛𝐢𝐜𝐨𝐧 𝐏𝐫𝐨𝐣𝐞𝐜𝐭, and 𝐃𝐀𝐐𝐑𝐈 (Acquired by Snap). I am also a 𝐔𝐝𝐞𝐦𝐲 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐈𝐧𝐬𝐭𝐫𝐮𝐜𝐭𝐨𝐫 𝐏𝐚𝐫𝐭𝐧𝐞𝐫 and the author of some of the 𝐡𝐢𝐠𝐡𝐞𝐬𝐭-𝐫𝐚𝐭𝐞𝐝 and 𝐛𝐞𝐬𝐭-𝐬𝐞𝐥𝐥𝐢𝐧𝐠 courses on Udemy, with over 100k+ enrolled students in 168 countries.My mission is to share my knowledge and passion for software architecture, software engineering, and career growth with aspiring and experienced developers. I teach courses on topics such as 𝐒𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭𝐮𝐫𝐞, 𝐒𝐲𝐬𝐭𝐞𝐦 𝐃𝐞𝐬𝐢𝐠𝐧, 𝐌𝐮𝐥𝐭𝐢𝐭𝐡𝐫𝐞𝐚𝐝𝐢𝐧𝐠, 𝐂𝐨𝐧𝐜𝐮𝐫𝐫𝐞𝐧𝐜𝐲, 𝐏𝐞𝐫𝐟𝐨𝐫𝐦𝐚𝐧𝐜𝐞 𝐎𝐩𝐭𝐢𝐦𝐢𝐳𝐚𝐭𝐢𝐨𝐧, and 𝐉𝐚𝐯𝐚. I also provide 𝐭𝐞𝐜𝐡𝐧𝐢𝐜𝐚𝐥 𝐜𝐚𝐫𝐞𝐞𝐫 𝐜𝐨𝐚𝐜𝐡𝐢𝐧𝐠, helping engineers land their dream job, get promoted, and create a career plan for a senior or technical leadership role. I believe that learning software engineering skills can open up endless opportunities and possibilities for anyone who wants to make an impact in the world.I am the 𝐅𝐨𝐮𝐧𝐝𝐞𝐫 and 𝐋𝐞𝐚𝐝 𝐈𝐧𝐬𝐭𝐫𝐮𝐜𝐭𝐨𝐫 at 𝐓𝐨𝐩 𝐃𝐞𝐯𝐞𝐥𝐨𝐩𝐞𝐫 𝐀𝐜𝐚𝐝𝐞𝐦𝐲, a platform that helps software engineers grow their careers and realize their full potential. 

🌐 𝐖𝐞𝐛𝐬𝐢𝐭𝐞: https://topdeveloperacademy.com

I have over 10 years of experience as a 𝐒𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫 and 𝐒𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭, working for some of the top tech companies in the world, such as 𝑮𝒐𝒐𝒈𝒍𝒆, 𝐑𝐮𝐛𝐢𝐜𝐨𝐧 𝐏𝐫𝐨𝐣𝐞𝐜𝐭, and 𝐃𝐀𝐐𝐑𝐈 (Acquired by Snap). 

I am also a 𝐔𝐝𝐞𝐦𝐲 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐈𝐧𝐬𝐭𝐫𝐮𝐜𝐭𝐨𝐫 𝐏𝐚𝐫𝐭𝐧𝐞𝐫 and the author of some of the 𝐡𝐢𝐠𝐡𝐞𝐬𝐭-𝐫𝐚𝐭𝐞𝐝 and 𝐛𝐞𝐬𝐭-𝐬𝐞𝐥𝐥𝐢𝐧𝐠 courses on Udemy, with over 100k+ enrolled students in 168 countries.

My mission is to share my knowledge and passion for software architecture, software engineering, and career growth with aspiring and experienced developers. 
I teach courses on topics such as 𝐒𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭𝐮𝐫𝐞, 𝐒𝐲𝐬𝐭𝐞𝐦 𝐃𝐞𝐬𝐢𝐠𝐧, 𝐌𝐮𝐥𝐭𝐢𝐭𝐡𝐫𝐞𝐚𝐝𝐢𝐧𝐠, 𝐂𝐨𝐧𝐜𝐮𝐫𝐫𝐞𝐧𝐜𝐲, 𝐏𝐞𝐫𝐟𝐨𝐫𝐦𝐚𝐧𝐜𝐞 𝐎𝐩𝐭𝐢𝐦𝐢𝐳𝐚𝐭𝐢𝐨𝐧, and 𝐉𝐚𝐯𝐚. 

I also provide 𝐭𝐞𝐜𝐡𝐧𝐢𝐜𝐚𝐥 𝐜𝐚𝐫𝐞𝐞𝐫 𝐜𝐨𝐚𝐜𝐡𝐢𝐧𝐠, helping engineers land their dream job, get promoted, and create a career plan for a senior or technical leadership role. 
I believe that learning software engineering skills can open up endless opportunities and possibilities for anyone who wants to make an impact in the world.",0.0,0.0,1.0
546,1796,1,"Opleiden is mijn passie. Ik maak complexe onderwerpen toegankelijk waardoor deelnemers deze kennis direct praktisch kunnen gebruiken bij hun werkzaamheden en loopbaanontwikkeling. Om de doelstellingen van mijn trainingen beter af te stemmen op mijn publiek durf ik te experimenteren met de uitvoering. Het is mijn ambitie om mijn kennis en ervaring in te blijven zetten als opleider, docent of coach om een positieve bijdrage te leveren aan de ontwikkeling van personen en/of organisaties.Voorbeelden van mijn opleiding programma’sFinanciële markten, diensten en producten: Deze serie trainingen heb ik ontworpen om deelnemers praktische kennis van financiële markten en producten te voorzien, zoals gebruik, prijsvorming, spelers, risico’s, wetgeving, toezicht, handelsorganisatie en transactie afwikkeling. De hoeveelheid sessies en inhoud varieert van de doelstelling en doelgroep. −	Introductietraining Financiele Markten (1 dag) −	Global Financial Markets (3 dagen)−	Structured products (1 dag)−	Examenvoorbereiding DSI-registratie treasurydienstverlening (ACI Dealing of Operations Certificate (3 tot 5 dagen). Bank management op verschillende niveaus. 1.	Basisniveau – 1 dag: kernactiviteiten van banken, de verschillende verdienmodellen en een introductie risicomanagement. 2.	Uitbreiding – 1 dag (op basis van mijn boek Banken en Financiële Markten in Vogelvlucht). 3.	Verdieping met de praktische module Asset & Liability Management (ALM) financiële instellingen (2 dagen)Risico- en kapitaalmanagement, met onderwerpen zoals: CRDIV, CAR, netting, LCR / NSFR, Gap report, duration of equity, value at risk (VaR) en credit value adjustment charge (CVA)Overig:−	Financieel management: boekhouden, interpretatie van financiële gegevens, budgetteren en investeringsselectie, schrijven ondernemingsplan. −	Stimuleren integere bedrijfscultuur: workshop Integriteit en Kritische Oordeelsvorming in samenwerking met Nyenrode Business University vereist voor toelating tot diverse DSI registers. Mijn klassikale programma’s zijn ook online beschikbaar en kunnen ook in het Engels worden verzorgd.Ook heb ik een aantal eLearning modules beschikbaar zoals: Understand Banks & Financial Markets; Understand Money Market Securities and Repos; Global Financial Markets; Training MiFID II / MiFIRVoor meer informatie: info@financialtraininghub.com / +316 1381 8662Website FINANCIAL TRAINING HUB: http://www.financialtraininghub.com/Opleiden is mijn passie. Ik maak complexe onderwerpen toegankelijk waardoor deelnemers deze kennis direct praktisch kunnen gebruiken bij hun werkzaamheden en loopbaanontwikkeling. Om de doelstellingen van mijn trainingen beter af te stemmen op mijn publiek durf ik te experimenteren met de uitvoering. 
Het is mijn ambitie om mijn kennis en ervaring in te blijven zetten als opleider, docent of coach om een positieve bijdrage te leveren aan de ontwikkeling van personen en/of organisaties.

Voorbeelden van mijn opleiding programma’s

Financiële markten, diensten en producten: Deze serie trainingen heb ik ontworpen om deelnemers praktische kennis van financiële markten en producten te voorzien, zoals gebruik, prijsvorming, spelers, risico’s, wetgeving, toezicht, handelsorganisatie en transactie afwikkeling. De hoeveelheid sessies en inhoud varieert van de doelstelling en doelgroep. 
−	Introductietraining Financiele Markten (1 dag) 
−	Global Financial Markets (3 dagen)
−	Structured products (1 dag)
−	Examenvoorbereiding DSI-registratie treasurydienstverlening (ACI Dealing of Operations Certificate (3 tot 5 dagen). 

Bank management op verschillende niveaus. 
1.	Basisniveau – 1 dag: kernactiviteiten van banken, de verschillende verdienmodellen en een introductie risicomanagement. 
2.	Uitbreiding – 1 dag (op basis van mijn boek Banken en Financiële Markten in Vogelvlucht). 
3.	Verdieping met de praktische module Asset & Liability Management (ALM) financiële instellingen (2 dagen)
Risico- en kapitaalmanagement, met onderwerpen zoals: CRDIV, CAR, netting, LCR / NSFR, Gap report, duration of equity, value at risk (VaR) en credit value adjustment charge (CVA)

Overig:
−	Financieel management: boekhouden, interpretatie van financiële gegevens, budgetteren en investeringsselectie, schrijven ondernemingsplan. 
−	Stimuleren integere bedrijfscultuur: workshop Integriteit en Kritische Oordeelsvorming in samenwerking met Nyenrode Business University vereist voor toelating tot diverse DSI registers. 

Mijn klassikale programma’s zijn ook online beschikbaar en kunnen ook in het Engels worden verzorgd.
Ook heb ik een aantal eLearning modules beschikbaar zoals: Understand Banks & Financial Markets; Understand Money Market Securities and Repos; Global Financial Markets; Training MiFID II / MiFIR

Voor meer informatie: info@financialtraininghub.com / +316 1381 8662
Website FINANCIAL TRAINING HUB: http://www.financialtraininghub.com/",1.33,0.0,30.44
1343,15829,1,"Self-learner and highly motivated QA professional with more than 16+ years of experience in Telematics, Connected Cars, and Microsoft Technologies. Strong testing knowledge and thorough understanding of testing methodologies. Extensive experience in leading end to end testing of Mobile applications, Web applications and backend APIs from project inception to completion. Customer focused, highly organised and investigative with strong attention to detail.- Rich experience in strategising, planning, and driving testing effort from project inception to completion- Expert level experience in planning, designing and implementing mobile application test automation frameworks from scratch- Expert level experience in planning, designing and implementing API test automation frameworks from scratch- Proficient in planning, designing and implementing web application test automation frameworks from scratch- Expert level experience in integrating and executing test automation frameworks through CI/CD- Strong advocate of following good programming and test automation practices- Experience in leading testing team from project's planning to completion phase- Proficient in Agile project execution using Scrum methodology/Behavior Driven Development (BDD).- Experience in working with multiple vendors, external teams, and geographically distributed teams- Mentoring- Udemy Instructor- YouTuberUdemy: https://www.udemy.com/user/omprakash-chavan/GitHub: https://github.com/omprakashchavan01?tab=repositoriesYouTube: https://www.youtube.com/channel/UCSfOfHuulBrxoLAr9WbpINgSelf-learner and highly motivated QA professional with more than 16+ years of experience in Telematics, Connected Cars, and Microsoft Technologies. Strong testing knowledge and thorough understanding of testing methodologies. Extensive experience in leading end to end testing of Mobile applications, Web applications and backend APIs from project inception to completion. Customer focused, highly organised and investigative with strong attention to detail.

- Rich experience in strategising, planning, and driving testing effort from project inception to completion
- Expert level experience in planning, designing and implementing mobile application test automation frameworks from scratch
- Expert level experience in planning, designing and implementing API test automation frameworks from scratch
- Proficient in planning, designing and implementing web application test automation frameworks from scratch
- Expert level experience in integrating and executing test automation frameworks through CI/CD
- Strong advocate of following good programming and test automation practices
- Experience in leading testing team from project's planning to completion phase
- Proficient in Agile project execution using Scrum methodology/Behavior Driven Development (BDD).
- Experience in working with multiple vendors, external teams, and geographically distributed teams
- Mentoring
- Udemy Instructor
- YouTuber

Udemy: https://www.udemy.com/user/omprakash-chavan/
GitHub: https://github.com/omprakashchavan01?tab=repositories
YouTube: https://www.youtube.com/channel/UCSfOfHuulBrxoLAr9WbpINg",168.33,9.33,192.79
85,3661,1,"Job request? 100% remote only please - now you know it works.Writing code is what drives me. Creating software out of nothing is a skill I truly am passionate about and I want to share this astonishing feeling of making stuff with you.I started to learn several programming languages as a teenager and always wanted to create software ever since I first played a game on a Commodore 64. During my bachelor and master studies, I joined various companies, made desktop and web applications as well as video games professionally and was always anxious to improve my craft, which I have been doing for more than 15 years now.​For me, the most important part of writing and teaching code is to have fun. If certain ways work for you and the results are maintainable and you have fun with your results, you're doing it the right way. I don't care if you always use your keyboard or switch to the mouse from time to time, so-called best practices are not always best or practical, I want to teach you to develop software in a way it works in the industry, a way it works for you and in a way that makes you happy.Job request? 100% remote only please - now you know it works.

Writing code is what drives me. Creating software out of nothing is a skill I truly am passionate about and I want to share this astonishing feeling of making stuff with you.

I started to learn several programming languages as a teenager and always wanted to create software ever since I first played a game on a Commodore 64. During my bachelor and master studies, I joined various companies, made desktop and web applications as well as video games professionally and was always anxious to improve my craft, which I have been doing for more than 15 years now.​

For me, the most important part of writing and teaching code is to have fun. If certain ways work for you and the results are maintainable and you have fun with your results, you're doing it the right way. I don't care if you always use your keyboard or switch to the mouse from time to time, so-called best practices are not always best or practical, I want to teach you to develop software in a way it works in the industry, a way it works for you and in a way that makes you happy.",4.33,0.0,1.0
1786,300,0,,1.33,0.0,121.76
1979,45200,1,"Ramsri Goutham is a Fractional Developer Advocate at Segmind, a generative AI platform that enables developers to build creative and intelligent applications. He has over 10 years of experience in AI research and product development, spanning computer vision and natural language processing domains.He is also the founder of Questgen.ai and Supermeme.ai, two revenue-making NLP SaaS apps that automate quiz generation and meme creation using state-of-the-art transformer models like GPT-3. Additionally, he teaches NLP and GPT-3 courses at LearnNLP Academy and shares his learnings and insights from building practical AI projects on his Medium blog, Twitter, and YouTube channels. His mission is to bridge the gap between cutting-edge AI research and real-world use cases, and to empower and educate others with his knowledge and skills.Ramsri Goutham is a Fractional Developer Advocate at Segmind, a generative AI platform that enables developers to build creative and intelligent applications. He has over 10 years of experience in AI research and product development, spanning computer vision and natural language processing domains.

He is also the founder of Questgen.ai and Supermeme.ai, two revenue-making NLP SaaS apps that automate quiz generation and meme creation using state-of-the-art transformer models like GPT-3. Additionally, he teaches NLP and GPT-3 courses at LearnNLP Academy and shares his learnings and insights from building practical AI projects on his Medium blog, Twitter, and YouTube channels. His mission is to bridge the gap between cutting-edge AI research and real-world use cases, and to empower and educate others with his knowledge and skills.",70.0,5.67,1.33
2489,5016,1,"Power Platform developer with experience working on big projects in an agile environment.I've developed several apps with Power Apps for data entry, linking to google spreadsheets, Sharepoint lists, Dataverse, SQL Server and MySQL databases, and excel spreadsheets.I've also worked with data analysis, generating indicators to help decision-making with Power BI.In one of my previous experiences, I had the opportunity to work in the Power Platform governance team, working with the Power Platform Center of Excellence helping other makers, managing Power Platform environments and user accesses, and creating apps in Power Apps to replace legacy systems for the business users.I've also acted as a team leader, managing several projects at once and helping other Power Apps developers to create their apps following good practices and standards.Main tools:Power Apps Canvas AppPower Apps Model DrivenDataversePower BIPower AutomatePower Automate DesktopPower Platform developer with experience working on big projects in an agile environment.

I've developed several apps with Power Apps for data entry, linking to google spreadsheets, Sharepoint lists, Dataverse, SQL Server and MySQL databases, and excel spreadsheets.

I've also worked with data analysis, generating indicators to help decision-making with Power BI.

In one of my previous experiences, I had the opportunity to work in the Power Platform governance team, working with the Power Platform Center of Excellence helping other makers, managing Power Platform environments and user accesses, and creating apps in Power Apps to replace legacy systems for the business users.

I've also acted as a team leader, managing several projects at once and helping other Power Apps developers to create their apps following good practices and standards.

Main tools:
Power Apps Canvas App
Power Apps Model Driven
Dataverse
Power BI
Power Automate
Power Automate Desktop",46.67,3.0,4.33
2357,1716,1,"Mr. SUNIL JI GARG, is an Engineering Graduate and a Management Post Graduate. Beside this he is also a qualified nature cure enthusiast. He started his career as a Space Scientist at ISRO on ASLV project. Later he worked in the industry both in government and private sector as engineer, designer, developer and educator for 25 longyears and rose till the highest level.Now as a professional turned entrepreneur he has promoted a Public Limited Company called “Sunmitra Education Technologies Limited” where he works as its Managing Director. His company is based at Lucknow and he has now setup his operations in Mumbai also. His area of work is technology assisted training techniques with special focus on delivering modern techniques to all factions of the society whether it is the Corporate or Individuals like career-seekers, teachers, housewives, senior citizens or children. He is the innovator of various educational tools and techniques, such as “Yaksha” for preparing simulated assessment tests and ‘Abhigyan’ for Click AND Drag (CANDLE) learning of scientific experiments. His tools has been extensively used by learners of different ages and were adopted by McGrawHill as a part of their books. He has also published many articles in various magazines and journals. He has been giving invited talks in various organisations, seminars and FM-Radio. His talks related to Career through Internet, Social Networking and Blogs on FM-Radio under the helpline section always draw a big listeners’ response.His latest mission is to educate people in the area what he terms as ‘Human Enrichment’, which is a better word for what some people call as Soft-Skills and some other ones call as PD skills.Mr. SUNIL JI GARG, is an Engineering Graduate and a Management Post Graduate. Beside this he is also a qualified nature cure enthusiast. He started his career as a Space Scientist at ISRO on ASLV project. Later he worked in the industry both in government and private sector as engineer, designer, developer and educator for 25 long
years and rose till the highest level.

Now as a professional turned entrepreneur he has promoted a Public Limited Company called “Sunmitra Education Technologies Limited” where he works as its Managing Director. His company is based at Lucknow and he has now setup his operations in Mumbai also. His area of work is technology assisted training techniques with special focus on delivering modern techniques to all factions of the society whether it is the Corporate or Individuals like career-seekers, teachers, housewives, senior citizens or children. 

He is the innovator of various educational tools and techniques, such as “Yaksha” for preparing simulated assessment tests and ‘Abhigyan’ for Click AND Drag (CANDLE) learning of scientific experiments. His tools has been extensively used by learners of different ages and were adopted by McGrawHill as a part of their books. He has also published many articles in various magazines and journals. He has been giving invited talks in various organisations, seminars and FM-Radio. His talks related to Career through Internet, Social Networking and Blogs on FM-Radio under the helpline section always draw a big listeners’ response.

His latest mission is to educate people in the area what he terms as ‘Human Enrichment’, which is a better word for what some people call as Soft-Skills and some other ones call as PD skills.",0.0,0.0,132.91
2610,678,1,"Around 15 years of total experience in software development and team management, focusing on C/C++/Linux/Symbian C++/AWS, Azure, Route 53, S3, Kibana, ELK,  EC2, VPC, lambda, CloudWatch, Cassandra.Around 15 years of total experience in software development and team management, focusing on C/C++/Linux/Symbian C++/AWS, Azure, Route 53, S3, Kibana, ELK,  EC2, VPC, lambda, CloudWatch, Cassandra.",10.0,0.67,27.29
1092,30660,1,"Best-selling instructor of intermediate courses on machine learning, covering topics like how to improve machine learning pipelines, better engineer and select features, optimize models, and deal with imbalanced datasets.Author of Packt's ""Python Feature Engineering Cookbook"" and the book ""Feature Selection in Machine Learning with Python"" available on Leanpub.Developer and maintainer of Feature-engine, an open-source Python library for feature engineering and selection, featuring 150k+ monthly downloads, 1.3k stars on Github, and a 40+ contributor community.Worked as a data scientist in finance and insurance companies, developing and putting into production machine learning models to process insurance claims, assess credit risk, and prevent fraud. Lead the implementation of machine learning across the business. Mentored data scientists and recruited members for the data science team. Passionate about supporting others in learning more about data science, machine learning, and programming in general, and using technology and technical tools and skills to support organizations working on social problems.Best-selling instructor of intermediate courses on machine learning, covering topics like how to improve machine learning pipelines, better engineer and select features, optimize models, and deal with imbalanced datasets.

Author of Packt's ""Python Feature Engineering Cookbook"" and the book ""Feature Selection in Machine Learning with Python"" available on Leanpub.

Developer and maintainer of Feature-engine, an open-source Python library for feature engineering and selection, featuring 150k+ monthly downloads, 1.3k stars on Github, and a 40+ contributor community.

Worked as a data scientist in finance and insurance companies, developing and putting into production machine learning models to process insurance claims, assess credit risk, and prevent fraud. Lead the implementation of machine learning across the business. Mentored data scientists and recruited members for the data science team. 

Passionate about supporting others in learning more about data science, machine learning, and programming in general, and using technology and technical tools and skills to support organizations working on social problems.",120.67,4.33,2.0
1370,5872,1,"I love to connect with new professionals. Reach out if you want to talk about technology, blockchain, machine learning, business or almost anything else.On a sidenote: I'm also doing Blockchain Development Courses on Udemy! Checkout my Blog for an Overview: https://vomtom.at/tag/course/I love to connect with new professionals. Reach out if you want to talk about technology, blockchain, machine learning, business or almost anything else.

On a sidenote: I'm also doing Blockchain Development Courses on Udemy! Checkout my Blog for an Overview: https://vomtom.at/tag/course/",16.0,3.0,5.0
1067,1392,1,"My key expertise is building test automation processes from scratch for both UI and API parts of a web application. Preferred test automation stack:- C#- JavaMy previous experience covered the following needs:- creating test automation frameworks from scratch- performance tuning of automated tests- configuration of test automation infrastructure- test automation team management- code review and refactoring- mentoring QA Engineers- writing test documentationMy key expertise is building test automation processes from scratch for both UI and API parts of a web application. 
Preferred test automation stack:
- C#
- Java
My previous experience covered the following needs:
- creating test automation frameworks from scratch
- performance tuning of automated tests
- configuration of test automation infrastructure
- test automation team management
- code review and refactoring
- mentoring QA Engineers
- writing test documentation",19.33,2.33,172.49
309,6067,1,"I am an innovator, educator, and software engineer with over 25 years of experience in software development, project management, and higher education including serving as tenured faculty teaching undergraduate and graduate students in information systems, business, and computer science. I have taught over 440,000 students worldwide through my online courses, and 3.2M+ through my YouTube channel. From more than 100,000+ instructors, I was selected as the single instructor to represent Atlassian & Udemy, both billion-dollar companies, as an ambassador speaking to the power of education to transform lives. I was also selected as a Lumina Thought Leader and was honored as one of the top instructors in the California Collegiate system (the largest higher education system in the world). My mission is to collaborate with others to advance humanity, and to have fun while doing it!I am an innovator, educator, and software engineer with over 25 years of experience in software development, project management, and higher education including serving as tenured faculty teaching undergraduate and graduate students in information systems, business, and computer science. I have taught over 440,000 students worldwide through my online courses, and 3.2M+ through my YouTube channel. From more than 100,000+ instructors, I was selected as the single instructor to represent Atlassian & Udemy, both billion-dollar companies, as an ambassador speaking to the power of education to transform lives. I was also selected as a Lumina Thought Leader and was honored as one of the top instructors in the California Collegiate system (the largest higher education system in the world). My mission is to collaborate with others to advance humanity, and to have fun while doing it!",27.67,1.0,3.67
1045,3327,1,"An enthusiastic software and system engineer, who is dedicated to creating efficient and effective IT solutions that improve service delivery in organizations. With years of experience and several certifications, I have the technical expertise to design and develop innovative systems. Additionally, I enjoy sharing my knowledge with students globally, and I'm committed to using my strong drive and passion for teaching to inspire upcoming professionals in the field.An enthusiastic software and system engineer, who is dedicated to creating efficient and effective IT solutions that improve service delivery in organizations. With years of experience and several certifications, I have the technical expertise to design and develop innovative systems. 
Additionally, I enjoy sharing my knowledge with students globally, and I'm committed to using my strong drive and passion for teaching to inspire upcoming professionals in the field.",12.0,0.67,1.33
1401,3926,1,"I am a freelance SOFTWARE DEVELOPER and a Content Creator. And have been creating FREE courses to help people all around the world on learning Software Development.Now, I have a community of more than 30,000 Subscribers on YouTube and more than 2 million people have already watched my contents.I believe in ""Free Education for All"" and will contribute on creating Free Courses in Coming Days.Along with the FREE contents across multiple social networks, I have delivered creative and engaging solutions across software development, web development, brand identity, print, packaging, and digital media.While I was working at Online Zeal I created Desktop App for Bike Showroom and an Online GRE/GMAT test preparation system which helped me to develop skills to Work Under Pressure, Time Management and Client Communication.I'm also active on social networking sites like Instagram and Pinterest where I share my passion for Photography.Skills: Software Development, Web Design/Development, C#, MS SQL Server, Oracle, PHP, MySQL, CSS3, HTML5, Branding and Identity, Photoshop, Illustrator.If there's anything I can help you with, then you can email me athi@vijaythapa.comI am a freelance SOFTWARE DEVELOPER and a Content Creator. And have been creating FREE courses to help people all around the world on learning Software Development.

Now, I have a community of more than 30,000 Subscribers on YouTube and more than 2 million people have already watched my contents.

I believe in ""Free Education for All"" and will contribute on creating Free Courses in Coming Days.

Along with the FREE contents across multiple social networks, I have delivered creative and engaging solutions across software development, web development, brand identity, print, packaging, and digital media.

While I was working at Online Zeal I created Desktop App for Bike Showroom and an Online GRE/GMAT test preparation system which helped me to develop skills to Work Under Pressure, Time Management and Client Communication.

I'm also active on social networking sites like Instagram and Pinterest where I share my passion for Photography.

Skills: Software Development, Web Design/Development, C#, MS SQL Server, Oracle, PHP, MySQL, CSS3, HTML5, Branding and Identity, Photoshop, Illustrator.

If there's anything I can help you with, then you can email me at
hi@vijaythapa.com",42.33,4.33,81.17
934,787,1,"As a Director at Atomic Loops, I lead the development of innovative solutions using artificial intelligence, machine learning, blockchain, quantum computing, and decentralization across countries. We now have a presence in over 21 countries. I have successfully built technologies for doctors and hospitals all over India, and facilitated an acquisition deal with Shubu.ai, a leading healthcare AI company. I am a firm advocate of Quantum Computing as a future of computing and have given multiple guest lectures at multiple universities. I believe that building sustainable solutions that promote inclusiveness using AI is the next frontier of software development. I understand that the software development lifecycle is going to change with a data-first approach and I am ready for the same!I am also an online instructor at Udemy, where I teach courses on new and upcoming technologies, such as TensorFlow, Cirq, Flutter, and genetic evolutionary algorithms. I have a passion for breaking complex topics into basic building blocks and relating them to real life scenarios. I have trained thousands of students and professionals on how to leverage AI, ML, and QC for solving various problems and challenges.I take inspiration from nature as our best teacher for learning the next evolution of computing. I am always eager to learn new skills and frameworks, and to share my knowledge and experience with others.As a Director at Atomic Loops, I lead the development of innovative solutions using artificial intelligence, machine learning, blockchain, quantum computing, and decentralization across countries. We now have a presence in over 21 countries. I have successfully built technologies for doctors and hospitals all over India, and facilitated an acquisition deal with Shubu.ai, a leading healthcare AI company. 
I am a firm advocate of Quantum Computing as a future of computing and have given multiple guest lectures at multiple universities. I believe that building sustainable solutions that promote inclusiveness using AI is the next frontier of software development. I understand that the software development lifecycle is going to change with a data-first approach and I am ready for the same!

I am also an online instructor at Udemy, where I teach courses on new and upcoming technologies, such as TensorFlow, Cirq, Flutter, and genetic evolutionary algorithms. I have a passion for breaking complex topics into basic building blocks and relating them to real life scenarios. I have trained thousands of students and professionals on how to leverage AI, ML, and QC for solving various problems and challenges.

I take inspiration from nature as our best teacher for learning the next evolution of computing. I am always eager to learn new skills and frameworks, and to share my knowledge and experience with others.",17.33,0.67,14.81
1604,1570,1,"Multi-disciplinary engineer with experience in financial services, life sciences, and healthcare industries. I'm interested natural language processing and human understanding. Certified AWS Solutions Architect Associate and AWS Community Builder 2022.Multi-disciplinary engineer with experience in financial services, life sciences, and healthcare industries. I'm interested natural language processing and human understanding. Certified AWS Solutions Architect Associate and AWS Community Builder 2022.",15.33,1.0,32.77
